"ID","NEWSCODE","PUBLISHTIME","PUBLISHDATE","COMPCODE","INDEXCODE","INDEXTYPE","IMPSCORE","ISVALID","TMSTAMP","ENTRYDATE","ENTRYTIME","NEWSCODEHD","DATA_DOWNLOAD_TIME"
"3303968","20200713030029543655","2020/7/13 9:42:53","20200713","80399833","511100","511","-1","1","00000001046D0A9C","2020/7/14","00:05:08","20200713030001334706",""
"3303969","20200713030029543662","2020/7/13 9:42:57","20200713","81112816","511100","511","-1","1","00000001046D0936","2020/7/14","00:05:08","20200713030001334707",""
"3303970","20200713020101971577","2020/7/13 9:57:00","20200713","80273871","513109","513","0","1","000000010452833D","2020/7/13","10:12:33","20200713020011681552",""
"3303971","20200713020101971584","2020/7/13 9:57:00","20200713","80110798","513109","513","0","1","000000010452833F","2020/7/13","10:12:33","20200713020011681553",""
"3303972","20200713020101971591","2020/7/13 9:33:00","20200713","10000620","512100","512","-1","1","0000000104528344","2020/7/13","10:12:33","20200713020011681554",""
"3303973","20200713020101971675","2020/7/13 9:19:00","20200713","80199122","512102","512","0","1","0000000104528315","2020/7/13","10:12:33","20200713020011681566",""
"3303974","20200713020101971703","2020/7/13 9:46:00","20200713","80065849","514110","514","0","1","0000000104528339","2020/7/13","10:12:33","20200713020011681570",""
"3303975","20200713020101971703","2020/7/13 9:46:00","20200713","80272699","519102","519","-1","1","000000010452833A","2020/7/13","10:12:33","20200713020011681570",""
"3303976","20200713020101971486","2020/7/13 9:18:00","20200713","81114061","512100","512","0","1","0000000104528345","2020/7/13","10:12:33","20200713020011681539",""
"3303977","20200713020101971752","2020/7/13 9:38:00","20200713","80687597","513107","513","-3","1","0000000104528346","2020/7/13","10:12:33","20200713020011681577",""
"3303978","20200713020101971549","2020/7/13 9:36:00","20200713","80302315","514100","514","0","1","000000010452830E","2020/7/13","10:12:33","20200713020011681548",""
"3303979","20200713020101971549","2020/7/13 9:36:00","20200713","81627472","512100","512","0","1","000000010452830F","2020/7/13","10:12:33","20200713020011681548",""
"3303980","20200713020101971668","2020/7/13 9:35:00","20200713","80143712","512100","512","-2","1","0000000104528312","2020/7/13","10:12:33","20200713020011681565",""
"3303981","20200713020101971682","2020/7/13 9:25:00","20200713","80437188","513123","513","0","1","0000000104528316","2020/7/13","10:12:33","20200713020011681567",""
"3303982","20200713020101971689","2020/7/13 9:21:00","20200713","80137634","512100","512","-1","1","000000010452831E","2020/7/13","10:12:33","20200713020011681568",""
"3303983","20200713020101971822","2020/7/13 9:31:00","20200713","80264200","513109","513","0","1","0000000104528332","2020/7/13","10:12:33","20200713020011681587",""
"3303984","20200713020101971822","2020/7/13 9:31:00","20200713","80292047","513109","513","0","1","0000000104528333","2020/7/13","10:12:33","20200713020011681587",""
"3303985","20200713020101971822","2020/7/13 9:31:00","20200713","80427129","513109","513","-1","1","0000000104528334","2020/7/13","10:12:33","20200713020011681587",""
"3303986","20200713020101971822","2020/7/13 9:31:00","20200713","80643037","513109","513","-1","1","0000000104528335","2020/7/13","10:12:33","20200713020011681587",""
"3303987","20200713020101971822","2020/7/13 9:31:00","20200713","81101609","513109","513","-1","1","0000000104528336","2020/7/13","10:12:33","20200713020011681587",""
"3303988","20200713020101971822","2020/7/13 9:31:00","20200713","81577598","513109","513","-1","1","0000000104528337","2020/7/13","10:12:33","20200713020011681587",""
"3303989","20200713020101971829","2020/7/13 9:26:00","20200713","80137685","518100","518","-1","1","0000000104528338","2020/7/13","10:12:33","20200713020011681588",""
"3303990","20200713020101971850","2020/7/13 9:57:00","20200713","80292680","513109","513","0","1","000000010452833E","2020/7/13","10:12:33","20200713020011681591",""
"3303991","20200713020101971857","2020/7/13 9:40:00","20200713","80405103","513128","513","-1","1","0000000104528340","2020/7/13","10:12:33","20200713020011681592",""
"3303992","20200713020101971857","2020/7/13 9:40:00","20200713","80461036","513128","513","-1","1","0000000104528341","2020/7/13","10:12:33","20200713020011681592",""
"3303993","20200713020101971857","2020/7/13 9:40:00","20200713","80512033","513128","513","-1","1","0000000104528342","2020/7/13","10:12:33","20200713020011681592",""
"3303994","20200713020101971857","2020/7/13 9:40:00","20200713","80515743","513128","513","-1","1","0000000104528343","2020/7/13","10:12:33","20200713020011681592",""
"3304036","20200713020101972746","2020/7/13 9:32:00","20200713","80199022","513108","513","0","1","00000001045371E5","2020/7/13","10:31:56","20200713020011681719",""
"3304037","20200713020101972907","2020/7/13 9:40:00","20200713","81154943","512100","512","-2","1","00000001045371E6","2020/7/13","10:31:56","20200713020011681742",""
"3304038","20200713020101972949","2020/7/13 9:27:00","20200713","80086999","513123","513","-1","1","00000001045371E7","2020/7/13","10:31:56","20200713020011681748",""
"3304039","20200713020101972690","2020/7/13 9:29:00","20200713","80186461","513123","513","-1","1","00000001045371E8","2020/7/13","10:31:56","20200713020011681711",""
"3304040","20200713020101972690","2020/7/13 9:29:00","20200713","80205863","513107","513","-3","1","00000001045371E9","2020/7/13","10:31:56","20200713020011681711",""
"3304041","20200713020101972956","2020/7/13 9:52:00","20200713","80612189","514110","514","0","1","00000001045371EA","2020/7/13","10:31:56","20200713020011681749",""
"3304042","20200713020101972991","2020/7/13 10:13:00","20200713","80089261","512100","512","-1","1","00000001045371ED","2020/7/13","10:31:56","20200713020011681754",""
"3304043","20200713020101972991","2020/7/13 10:13:00","20200713","80202127","513128","513","-1","1","00000001045371EE","2020/7/13","10:31:56","20200713020011681754",""
"3304044","20200713020101972991","2020/7/13 10:13:00","20200713","80474226","513128","513","-1","1","00000001045371EF","2020/7/13","10:31:56","20200713020011681754",""
"3304045","20200713020101972991","2020/7/13 10:13:00","20200713","80625281","513108","513","0","1","00000001045371F0","2020/7/13","10:31:56","20200713020011681754",""
"3304046","20200713020101972991","2020/7/13 10:13:00","20200713","80633218","513108","513","0","1","00000001045371F1","2020/7/13","10:31:56","20200713020011681754",""
"3304047","20200713020101972991","2020/7/13 10:13:00","20200713","80642725","513108","513","0","1","00000001045371F2","2020/7/13","10:31:56","20200713020011681754",""
"3304048","20200713020101972991","2020/7/13 10:13:00","20200713","80681467","513107","513","-3","1","00000001045371F3","2020/7/13","10:31:56","20200713020011681754",""
"3304049","20200713020101973005","2020/7/13 10:10:00","20200713","10002145","513109","513","-1","1","00000001045371F4","2020/7/13","10:31:56","20200713020011681756",""
"3304050","20200713020101973019","2020/7/13 10:09:00","20200713","10000195","519100","519","-1","1","00000001045371F5","2020/7/13","10:31:56","20200713020011681758",""
"3304051","20200713020101973019","2020/7/13 10:09:00","20200713","80515083","513100","513","0","1","00000001045371F6","2020/7/13","10:31:56","20200713020011681758",""
"3304052","20200713020101973152","2020/7/13 9:30:00","20200713","80066452","513128","513","-1","1","00000001045371E4","2020/7/13","10:31:56","20200713020011681777",""
"3304053","20200713020101973243","2020/7/13 10:18:00","20200713","80400439","513131","513","-2","1","00000001045371FA","2020/7/13","10:31:56","20200713020011681790",""
"3304054","20200713020101973299","2020/7/13 1:12:00","20200713","80055240","513128","513","-1","1","00000001045371E2","2020/7/13","10:31:56","20200713020011681798",""
"3304055","20200713020101973299","2020/7/13 1:12:00","20200713","80163672","513128","513","-1","1","00000001045371E3","2020/7/13","10:31:56","20200713020011681798",""
"3304056","20200713020101973453","2020/7/13","20200713","80302498","513123","513","-1","1","00000001045371EB","2020/7/13","10:31:56","20200713020011681820",""
"3304057","20200713020101973453","2020/7/13","20200713","80368513","513107","513","-3","1","00000001045371EC","2020/7/13","10:31:56","20200713020011681820",""
"3304058","20200713020101973481","2020/7/13 9:49:00","20200713","10001410","513128","513","-1","1","00000001045371F7","2020/7/13","10:31:56","20200713020011681824",""
"3304059","20200713020101973362","2020/7/13 10:20:00","20200713","10002136","513106","513","-1","1","00000001045371F8","2020/7/13","10:31:56","20200713020011681807",""
"3304060","20200713020101973495","2020/7/13","20200713","80014186","513107","513","-3","1","00000001045371F9","2020/7/13","10:31:56","20200713020011681826",""
"3304061","20200713020101973502","2020/7/13 10:23:00","20200713","80681553","513109","513","0","1","00000001045371FB","2020/7/13","10:31:56","20200713020011681827",""
"3304062","20200713020101973628","2020/7/13 10:23:00","20200713","80110798","513109","513","0","1","00000001045371FC","2020/7/13","10:31:56","20200713020011681845",""
"3304063","20200713020101973726","2020/7/13 9:49:00","20200713","81501792","513123","513","-1","1","00000001045371FD","2020/7/13","10:31:56","20200713020011681859",""
"3304065","20200713020101973187","2020/7/13 9:54:00","20200713","80541750","514110","514","0","1","0000000104536CA5","2020/7/13","10:31:56","20200713020011681782",""
"3304066","20200713020101973950","2020/7/13 10:09:00","20200713","80413783","518100","518","-1","1","00000001045418E7","2020/7/13","10:42:55","20200713020011681891",""
"3306638","20200713030029550172","2020/7/13 19:26:13","20200713","10000833","511101","511","-3","1","00000001049FC2C9","2020/7/15","00:20:05","20200713030001335637",""
"3306649","20200713030029550396","2020/7/13 19:30:56","20200713","80098337","519102","519","0","1","00000001049FC2B2","2020/7/15","00:20:05","20200713030001335669",""
"3307698","20200713030029550396","2020/7/13 19:30:56","20200713","80098337","519100","519","-1","1","00000001049FC2B3","2020/7/15","00:20:05","20200713030001335669",""
"3306650","20200713030029550459","2020/7/13 19:30:13","20200713","80167148","519100","519","-1","1","00000001049FC2B4","2020/7/15","00:20:05","20200713030001335678",""
"3307712","20200713030029550494","2020/7/13 19:41:13","20200713","80400043","519100","519","0","1","00000001049FC2B5","2020/7/15","00:20:05","20200713030001335683",""
"3306653","20200713030029550501","2020/7/13 19:30:56","20200713","80127960","511102","511","-1","1","00000001049FC2B6","2020/7/15","00:20:05","20200713030001335684",""
"3307103","20200713030029551635","2020/7/13 20:50:08","20200713","10001406","519102","519","0","1","00000001049FC2B7","2020/7/15","00:20:05","20200713030001335846",""
"3306433","20200713030029549542","2020/7/13 18:59:13","20200713","80181187","511102","511","-1","1","00000001049FBF66","2020/7/15","00:20:05","20200713030001335547",""
"3306651","20200713030029550676","2020/7/13 19:42:13","20200713","80098080","511103","511","-2","1","00000001049FBF67","2020/7/15","00:20:05","20200713030001335709",""
"3307017","20200713030029551418","2020/7/13 20:28:13","20200713","80194251","519100","519","0","1","00000001049FBF68","2020/7/15","00:20:05","20200713030001335815",""
"3307670","20200713030029552272","2020/7/13 22:15:14","20200713","80187942","519102","519","-3","1","00000001049FBF69","2020/7/15","00:20:05","20200713030001335937",""
"3305178","20200713030029545139","2020/7/13 15:53:13","20200713","10001310","511102","511","-1","1","00000001049FC310","2020/7/15","00:20:06","20200713030001334918",""
"3305796","20200713030029547295","2020/7/13 17:16:13","20200713","80088005","519102","519","-3","1","00000001049FC311","2020/7/15","00:20:06","20200713030001335226",""
"3305797","20200713030029547295","2020/7/13 17:16:13","20200713","80088005","519100","519","-1","1","00000001049FC312","2020/7/15","00:20:06","20200713030001335226",""
"3305974","20200713030029547862","2020/7/13 17:55:13","20200713","10000068","519100","519","0","1","00000001049FC313","2020/7/15","00:20:06","20200713030001335307",""
"3306174","20200713030029548877","2020/7/13 18:19:13","20200713","80410133","519100","519","0","1","0000000104A14BC1","2020/7/15","02:05:14","20200713030001335452",""
"3306348","20200713030029549066","2020/7/13 18:46:13","20200713","80080362","519100","519","0","1","00000001049FC315","2020/7/15","00:20:06","20200713030001335479",""
"3307023","20200713030029551432","2020/7/13 20:35:13","20200713","10000661","519100","519","0","1","00000001049FC316","2020/7/15","00:20:06","20200713030001335817",""
"3305021","20200713030029544502","2020/7/13 15:32:13","20200713","80421753","511102","511","-1","1","00000001049FBC30","2020/7/15","00:20:05","20200713030001334827",""
"3305171","20200713030029545111","2020/7/13 16:02:13","20200713","80485771","511102","511","-1","1","00000001049FBC31","2020/7/15","00:20:05","20200713030001334914",""
"3305599","20200713030029546693","2020/7/13 16:55:13","20200713","10000860","511102","511","-1","1","00000001049FBC32","2020/7/15","00:20:05","20200713030001335140",""
"3305872","20200713030029547575","2020/7/13 17:43:13","20200713","10000530","519100","519","-1","1","0000000104A14C61","2020/7/15","02:05:14","20200713030001335266",""
"3305874","20200713030029547631","2020/7/13 17:43:13","20200713","10000530","511105","511","-2","1","00000001049FBC34","2020/7/15","00:20:05","20200713030001335274",""
"3305936","20200713030029547848","2020/7/13 17:55:13","20200713","10001268","512100","512","-1","1","00000001049FBC35","2020/7/15","00:20:05","20200713030001335305",""
"3306168","20200713030029548604","2020/7/13 18:33:13","20200713","80532359","511102","511","-1","1","00000001049FBC36","2020/7/15","00:20:05","20200713030001335413",""
"3306172","20200713030029548618","2020/7/13 18:30:47","20200713","80087788","511102","511","-1","1","00000001049FBC37","2020/7/15","00:20:05","20200713030001335415",""
"3305183","20200713030029545293","2020/7/13 16:06:13","20200713","80014763","511102","511","-1","1","00000001049FC236","2020/7/15","00:20:05","20200713030001334940",""
"3305378","20200713030029545713","2020/7/13 16:28:13","20200713","80144448","511102","511","-1","1","00000001049FC238","2020/7/15","00:20:05","20200713030001335000",""
"3306345","20200713030029549108","2020/7/13 18:51:13","20200713","80146009","511103","511","-2","1","00000001049FC239","2020/7/15","00:20:05","20200713030001335485",""
"3306442","20200713030029549332","2020/7/13 18:55:13","20200713","80148386","511105","511","-2","1","00000001049FC23B","2020/7/15","00:20:05","20200713030001335517",""
"3306443","20200713030029549787","2020/7/13 19:04:13","20200713","80506265","511103","511","-2","1","00000001049FC23D","2020/7/15","00:20:05","20200713030001335582",""
"3306444","20200713030029549878","2020/7/13 18:55:13","20200713","80134455","519100","519","0","1","00000001049FC23E","2020/7/15","00:20:05","20200713030001335595",""
"3306679","20200713030029549913","2020/7/13 19:30:56","20200713","10001101","513109","513","-3","1","00000001049FC23F","2020/7/15","00:20:05","20200713030001335600",""
"3306680","20200713030029550109","2020/7/13 19:30:56","20200713","80026826","511103","511","-2","1","00000001049FC240","2020/7/15","00:20:05","20200713030001335628",""
"3306919","20200713030029551292","2020/7/13 20:13:13","20200713","80172139","519100","519","0","1","00000001049FC241","2020/7/15","00:20:05","20200713030001335797",""
"3306438","20200713030029549556","2020/7/13 18:59:13","20200713","10001264","511100","511","-1","1","00000001049FC108","2020/7/15","00:20:05","20200713030001335549",""
"3307105","20200713030029551670","2020/7/13 20:43:13","20200713","80132824","519100","519","-1","1","00000001049FC109","2020/7/15","00:20:05","20200713030001335851",""
"3307713","20200713030029552195","2020/7/13 20:53:13","20200713","80136802","519100","519","0","1","00000001049FC242","2020/7/15","00:20:05","20200713030001335926",""
"3307702","20200713030029552272","2020/7/13 22:15:14","20200713","80026704","590100","590","0","1","00000001049FC244","2020/7/15","00:20:05","20200713030001335937",""
"3307549","20200713030029552272","2020/7/13 22:15:14","20200713","80026704","519102","519","0","1","00000001049FC246","2020/7/15","00:20:05","20200713030001335937",""
"3307703","20200713030029552272","2020/7/13 22:15:14","20200713","80026704","514103","514","-1","1","00000001049FC248","2020/7/15","00:20:05","20200713030001335937",""
"3305175","20200713030029545104","2020/7/13 15:53:13","20200713","80377714","511102","511","-1","1","00000001049FBC38","2020/7/15","00:20:05","20200713030001334913",""
"3305176","20200713030029545132","2020/7/13 16:02:13","20200713","10000522","511102","511","-1","1","00000001049FBC39","2020/7/15","00:20:05","20200713030001334917",""
"3305177","20200713030029545279","2020/7/13 16:02:13","20200713","80524323","511102","511","-1","1","00000001049FBC3A","2020/7/15","00:20:05","20200713030001334938",""
"3305296","20200713030029545482","2020/7/13 16:07:13","20200713","80555101","511102","511","-1","1","00000001049FBC3B","2020/7/15","00:20:05","20200713030001334967",""
"3305376","20200713030029545860","2020/7/13 16:32:13","20200713","10001057","513109","513","-3","1","00000001049FBC3C","2020/7/15","00:20:05","20200713030001335021",""
"3305678","20200713030029546805","2020/7/13 17:16:13","20200713","80114769","513109","513","-3","1","00000001049FBC3D","2020/7/15","00:20:05","20200713030001335156",""
"3305679","20200713030029547211","2020/7/13 17:16:13","20200713","80105581","511101","511","-1","1","00000001049FBC3E","2020/7/15","00:20:05","20200713030001335214",""
"3305789","20200713030029547498","2020/7/13 17:16:13","20200713","80180101","511102","511","-1","1","00000001049FBC3F","2020/7/15","00:20:05","20200713030001335255",""
"3305105","20200713030029544971","2020/7/13 15:39:13","20200713","80198792","511101","511","-1","1","00000001049FBC40","2020/7/15","00:20:05","20200713030001334894",""
"3305790","20200713030029547323","2020/7/13 17:18:13","20200713","80136633","511102","511","-1","1","00000001049FBC44","2020/7/15","00:20:05","20200713030001335230",""
"3306171","20200713030029548793","2020/7/13 18:29:13","20200713","10000297","519100","519","-1","1","0000000104A14BCE","2020/7/15","02:05:14","20200713030001335440",""
"3306420","20200713030029549318","2020/7/13 19:05:13","20200713","10000600","511103","511","-2","1","00000001049FBC46","2020/7/15","00:20:05","20200713030001335515",""
"3306421","20200713030029549752","2020/7/13 19:05:13","20200713","80400439","519102","519","-3","1","00000001049FBC47","2020/7/15","00:20:05","20200713030001335577",""
"3306422","20200713030029549752","2020/7/13 19:05:13","20200713","80400439","513114","513","-2","1","00000001049FBC48","2020/7/15","00:20:05","20200713030001335577",""
"3306423","20200713030029549885","2020/7/13 18:55:13","20200713","80124453","513109","513","-3","1","00000001049FBC49","2020/7/15","00:20:05","20200713030001335596",""
"3306654","20200713030029550270","2020/7/13 19:45:13","20200713","80144127","590100","590","-2","1","00000001049FBF5F","2020/7/15","00:20:05","20200713030001335651",""
"3306655","20200713030029550270","2020/7/13 19:45:13","20200713","80144127","511105","511","-2","1","00000001049FBF60","2020/7/15","00:20:05","20200713030001335651",""
"3306656","20200713030029550270","2020/7/13 19:45:13","20200713","80144127","511100","511","-2","1","00000001049FBF61","2020/7/15","00:20:05","20200713030001335651",""
"3310002","20200714020102064559","2020/7/14 16:43:35","20200714","80025263","511106","511","-3","1","00000001048D34AB","2020/7/14","17:03:02","20200714020011694835",""
"3310003","20200714020102064559","2020/7/14 16:43:35","20200714","80171813","511106","511","-3","1","00000001048D34AD","2020/7/14","17:03:02","20200714020011694835",""
"3310524","20200714020102069067","2020/7/14 17:36:00","20200714","80746515","519101","519","-1","1","00000001049040CF","2020/7/14","18:11:36","20200714020011695479",""
"3310525","20200714020102069172","2020/7/14 17:48:00","20200714","80137555","513109","513","-1","1","00000001049040DD","2020/7/14","18:11:36","20200714020011695494",""
"3310526","20200714020102069179","2020/7/14 17:54:00","20200714","80080328","512100","512","-2","1","00000001049040DF","2020/7/14","18:11:36","20200714020011695495",""
"3310527","20200714020102069193","2020/7/14 17:49:00","20200714","10001016","512100","512","-2","1","00000001049040E5","2020/7/14","18:11:36","20200714020011695497",""
"3310528","20200714020102069200","2020/7/14 17:46:00","20200714","10001039","511101","511","0","1","00000001049040E6","2020/7/14","18:11:36","20200714020011695498",""
"3310529","20200714020102069200","2020/7/14 17:46:00","20200714","80051003","511101","511","0","1","00000001049040E7","2020/7/14","18:11:36","20200714020011695498",""
"3310530","20200714020102069214","2020/7/14 17:58:00","20200714","10000922","512100","512","-2","1","00000001049040E8","2020/7/14","18:11:36","20200714020011695500",""
"3310531","20200714050022353375","2020/7/14","20200714","80011467","511105","511","-1","1","00000001048F8F51","2020/7/14","18:03:17","20200714050000307523",""
"3310532","20200714050022353382","2020/7/14","20200714","80059179","511105","511","-1","1","00000001048F8F70","2020/7/14","18:03:17","20200714050000307524",""
"3310533","20200714050022353389","2020/7/14","20200714","80000123","511105","511","-1","1","00000001048F8F8E","2020/7/14","18:03:17","20200714050000307525",""
"3310519","20200714020102068927","2020/7/14 16:01:00","20200714","80115598","513107","513","-2","1","00000001048F8F9F","2020/7/14","18:03:17","20200714020011695459",""
"3310520","20200714020102068927","2020/7/14 16:01:00","20200714","80686810","513108","513","-1","1","00000001048F8FA0","2020/7/14","18:03:17","20200714020011695459",""
"3310497","20200714020102068934","2020/7/14 16:20:00","20200714","80169983","512100","512","-2","1","00000001048F8FA1","2020/7/14","18:03:17","20200714020011695460",""
"3310483","20200714020102068787","2020/7/14 16:50:00","20200714","10000188","512100","512","-1","1","00000001048F8FA2","2020/7/14","18:03:17","20200714020011695439",""
"3310484","20200714020102068787","2020/7/14 16:50:00","20200714","10000963","512100","512","-1","1","00000001048F8FA3","2020/7/14","18:03:17","20200714020011695439",""
"3310485","20200714020102068787","2020/7/14 16:50:00","20200714","10001194","512100","512","-1","1","00000001048F8FA4","2020/7/14","18:03:17","20200714020011695439",""
"3310486","20200714020102068787","2020/7/14 16:50:00","20200714","80008461","512100","512","-1","1","00000001048F8FA5","2020/7/14","18:03:17","20200714020011695439",""
"3310473","20200714020102068549","2020/7/14 16:55:00","20200714","80048230","519102","519","-1","1","00000001048F8FA6","2020/7/14","18:03:17","20200714020011695405",""
"3310474","20200714020102068549","2020/7/14 16:55:00","20200714","80116104","519102","519","-1","1","00000001048F8FAF","2020/7/14","18:03:17","20200714020011695405",""
"3310475","20200714020102068549","2020/7/14 16:55:00","20200714","80505291","519102","519","-1","1","00000001048F8FB0","2020/7/14","18:03:17","20200714020011695405",""
"3310476","20200714020102068549","2020/7/14 16:55:00","20200714","80506071","519102","519","-1","1","00000001048F8FB1","2020/7/14","18:03:17","20200714020011695405",""
"3310477","20200714020102068549","2020/7/14 16:55:00","20200714","82528042","519102","519","-1","1","00000001048F8FB2","2020/7/14","18:03:17","20200714020011695405",""
"3310478","20200714020102068745","2020/7/14 17:23:00","20200714","10001893","512112","512","-1","1","00000001048F8FB3","2020/7/14","18:03:17","20200714020011695433",""
"3310479","20200714020102068500","2020/7/14 17:27:00","20200714","80711800","513128","513","-1","1","00000001048F8FB4","2020/7/14","18:03:17","20200714020011695398",""
"3310480","20200714020102068703","2020/7/14 17:41:00","20200714","80150194","512100","512","-2","1","00000001048F8FB6","2020/7/14","18:03:17","20200714020011695427",""
"3310514","20200714020102068941","2020/7/14 17:26:00","20200714","10001016","512100","512","-2","1","00000001048F8FB8","2020/7/14","18:03:17","20200714020011695461",""
"3310498","20200714020102068948","2020/7/14 17:43:00","20200714","80143999","512100","512","-1","1","00000001048F8FB9","2020/7/14","18:03:17","20200714020011695462",""
"3310487","20200714020102068808","2020/7/14 17:22:00","20200714","10001165","512100","512","-1","1","00000001048F8FBA","2020/7/14","18:03:17","20200714020011695442",""
"3310488","20200714020102068808","2020/7/14 17:22:00","20200714","80052661","512112","512","-1","1","00000001048F8FBB","2020/7/14","18:03:17","20200714020011695442",""
"3310499","20200714020102068815","2020/7/14 16:36:00","20200714","80472713","512100","512","0","1","00000001048F8FBC","2020/7/14","18:03:17","20200714020011695443",""
"3310489","20200714020102068591","2020/7/14 17:31:00","20200714","80003887","513100","513","0","1","00000001048F8FBD","2020/7/14","18:03:17","20200714020011695411",""
"3310490","20200714020102068591","2020/7/14 17:31:00","20200714","80180844","513100","513","0","1","00000001048F8FBE","2020/7/14","18:03:17","20200714020011695411",""
"3310491","20200714020102068591","2020/7/14 17:31:00","20200714","80198356","513100","513","0","1","00000001048F8FBF","2020/7/14","18:03:17","20200714020011695411",""
"3310492","20200714020102068591","2020/7/14 17:31:00","20200714","80447820","513100","513","0","1","00000001048F8FC0","2020/7/14","18:03:17","20200714020011695411",""
"3310493","20200714020102068591","2020/7/14 17:31:00","20200714","80512240","513100","513","0","1","00000001048F8FC1","2020/7/14","18:03:17","20200714020011695411",""
"3310494","20200714020102068591","2020/7/14 17:31:00","20200714","81623108","513108","513","0","1","00000001048F8FC2","2020/7/14","18:03:17","20200714020011695411",""
"3310495","20200714020102068591","2020/7/14 17:31:00","20200714","82548815","513100","513","0","1","00000001048F8FC3","2020/7/14","18:03:17","20200714020011695411",""
"3310496","20200714020102068829","2020/7/14 17:43:00","20200714","80192360","513106","513","-1","1","00000001048F8FCD","2020/7/14","18:03:17","20200714020011695445",""
"3312570","20200714020102085188","2020/7/14 14:21:00","20200714","80137692","513128","513","-1","1","00000001049B7AA4","2020/7/14","22:02:50","20200714020011697782",""
"3312571","20200714020102085286","2020/7/14 18:52:00","20200714","80133692","512100","512","-1","1","00000001049B7AB5","2020/7/14","22:02:50","20200714020011697796",""
"3312573","20200714020102085139","2020/7/14 20:02:00","20200714","80285466","511103","511","-1","1","00000001049AB7B4","2020/7/14","21:52:47","20200714020011697775",""
"3312574","20200714020102085174","2020/7/14 20:13:00","20200714","80392065","513109","513","0","1","00000001049AB7B9","2020/7/14","21:52:47","20200714020011697780",""
"3312575","20200714020102085307","2020/7/14 13:44:00","20200714","80166199","514100","514","0","1","00000001049B7AB8","2020/7/14","22:02:50","20200714020011697799",""
"3312576","20200714020102085384","2020/7/14 20:16:00","20200714","10000686","512100","512","-2","1","00000001049B7AB9","2020/7/14","22:02:50","20200714020011697810",""
"3312577","20200714020102085195","2020/7/14 11:45:00","20200714","81586767","513128","513","0","1","00000001049AB80E","2020/7/14","21:52:47","20200714020011697783",""
"3312578","20200714020102085202","2020/7/14 21:25:00","20200714","81008696","514103","514","-1","1","00000001049B7ACE","2020/7/14","22:02:50","20200714020011697784",""
"3312579","20200714020102085181","2020/7/14 21:29:00","20200714","10001094","512100","512","-2","1","00000001049AB899","2020/7/14","21:52:47","20200714020011697781",""
"3310510","20200714020102068836","2020/7/14 17:44:00","20200714","80612189","512100","512","-2","1","00000001048F8FE0","2020/7/14","18:03:17","20200714020011695446",""
"3310511","20200714020102068836","2020/7/14 17:44:00","20200714","82091197","514110","514","-1","1","00000001048F8FE1","2020/7/14","18:03:17","20200714020011695446",""
"3310521","20200714020102069074","2020/7/14 17:44:00","20200714","80368446","518102","518","-1","1","00000001048F8FE2","2020/7/14","18:03:17","20200714020011695480",""
"3310515","20200714020102068997","2020/7/14 17:45:00","20200714","80504167","511106","511","-2","1","00000001048F8FE3","2020/7/14","18:03:17","20200714020011695469",""
"3310516","20200714020102068997","2020/7/14 17:45:00","20200714","80554677","511106","511","-2","1","00000001048F8FEA","2020/7/14","18:03:17","20200714020011695469",""
"3310517","20200714020102069004","2020/7/14 17:45:00","20200714","10002533","512100","512","-2","1","00000001048F8FEB","2020/7/14","18:03:17","20200714020011695470",""
"3310518","20200714020102068962","2020/7/14 17:17:00","20200714","80143190","512100","512","-2","1","00000001048F8FEC","2020/7/14","18:03:17","20200714020011695464",""
"3310512","20200714020102068857","2020/7/14 17:51:00","20200714","80122020","512100","512","-2","1","00000001048F8FEF","2020/7/14","18:03:17","20200714020011695449",""
"3310481","20200714020102068773","2020/7/14 17:52:00","20200714","10001159","512100","512","-2","1","00000001048F8FF0","2020/7/14","18:03:17","20200714020011695437",""
"3312905","20200714020102087491","2020/7/14 22:19:00","20200714","10000642","512100","512","-2","1","00000001049D8AC8","2020/7/14","22:52:41","20200714020011698111",""
"3312906","20200714020102087477","2020/7/14 22:29:00","20200714","80045209","511102","511","0","1","00000001049D8ADC","2020/7/14","22:52:41","20200714020011698109",""
"3312907","20200714020102087477","2020/7/14 22:29:00","20200714","80046098","511102","511","0","1","00000001049D8ADE","2020/7/14","22:52:41","20200714020011698109",""
"3312908","20200714020102087477","2020/7/14 22:29:00","20200714","80071744","511102","511","-1","1","00000001049D8AE0","2020/7/14","22:52:41","20200714020011698109",""
"3312909","20200714020102087477","2020/7/14 22:29:00","20200714","80106481","511102","511","0","1","00000001049D8AE1","2020/7/14","22:52:41","20200714020011698109",""
"3312958","20200714020102087799","2020/7/14 22:41:00","20200714","80166376","511100","511","-3","1","00000001049E34F2","2020/7/14","23:12:44","20200714020011698155",""
"3312959","20200714020102087799","2020/7/14 22:41:00","20200714","80166390","513109","513","-1","1","00000001049E34F3","2020/7/14","23:12:44","20200714020011698155",""
"3312960","20200714020102087799","2020/7/14 22:41:00","20200714","81035899","510105","510","-1","1","00000001049E34F4","2020/7/14","23:12:44","20200714020011698155",""
"3312961","20200714020102087757","2020/7/14 22:41:00","20200714","80090021","513108","513","0","1","00000001049E34F5","2020/7/14","23:12:44","20200714020011698149",""
"3312962","20200714020102087757","2020/7/14 22:41:00","20200714","80318182","519103","519","0","1","00000001049E34F6","2020/7/14","23:12:44","20200714020011698149",""
