无	"送达裁判文书——上海华信国际集团有限公司
无	关于召开上海华信国际集团有限公司“17沪华信MTN001”及“17沪华信MTN002”2019年度第四次持有人会议的公告
经营风险	上海华信国际集团有限公司关于法院裁定受理公司破产清算等事项的公告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
法律风险	上海华信国际集团有限公司关于近期诉讼事项的公告
经营风险,信用风险	上海华信破产清算 债券违约累计超265亿
经营风险,信用风险	法院已裁定受理上海华信破产清算案 公司债券违约额超265亿
经营风险	上海法院裁定受理上海华信国际集团破产清算案
无	（2019）沪03破305号受理破产清算申请、债权申报、一债会的公告
信用风险	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告
信用风险	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年11月)
信用风险	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年11月)
信用风险	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年11月)
信用风险	主承销商关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告(2019年11月)
信用风险	国家开发银行关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年11月)
无	华信证券存量资管产品进入清算  与“大生系”多起官司“相爱相杀”
无	券商违规频发：浙商证券员工违法买卖股票2200万元；华信、德邦证券收监管罚单
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
经营风险	华信金融落幕
市场风险	退市、业务撤销、股东变更！华信金融系解体
无	年内153只债券违约规模超千亿：风控趋严 主承券商收缩业务“过冬”
无	从上榜胡润富豪到“被执行人”需要多久？
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	姜兆华：同是托管，华信证券有什么不同
无	华信证券3宗违法遭撤销业务许可 多方式为股东方融资
子公司风险	突发！证监会取消华信证券全部业务资格！立刻对其行政清理！
无	2800亿大崩溃：百亿券商被撤全部业务，背后有个中国最神秘的金融帝国
子公司风险	姜兆华：华信证券破产或成定局
无	【财富周报】瑞银被罚4亿港元，教育养老保险争夺理财市场
无	华信证券违规投信托遭暂停资管业务 母公司违法调6亿
子公司风险	存三大违法事实 华信证券被撤销全部业务许可
无	华信证券被撤销全部业务许可 券商行业须警钟长鸣
无	大佬清算季
子公司风险	证监会依法对华信证券实施风险处置 撤销华信证券全部业务许可
无	2800亿“华信系”崩塌！叶简明被查20个月后，华信证券遭“极刑”
无	证监会依法对华信证券实施风险处置
子公司风险	风险处置启动！华信证券全部业务许可遭撤销
无	今日视点：监管层三个月五度发声法治供给 夯实资本市场深改制度基石
子公司风险	证监会撤销华信证券全部业务许可 当前证券业整体运行规范有较强抗风险能力
子公司风险	证监会撤销华信证券全部业务许可，大股东破产申请已被受理
子公司风险	罕见重磅！华信证券被撤销全部业务许可！咋回事？
子公司风险	突发！证监会：撤销华信证券全部业务许可！七大关键点……
无	全业务遭撤销！这家券商糊弄监管1年半，证监会铁腕制裁
子公司风险	洞察|突发消息！华信证券违法违规被撤销全部业务许可 去年巨额亏损逾90亿元分类评级连降5级
无	重磅突发：华信证券被撤销全部业务许可！昔日贵族陨落，七大关键点
无	（2019）沪03破申439号
无	华信证券被撤销全部业务许可 多次违法为股东融资
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
无	"重磅突发! 百亿券商出大事
无	（2019）沪03破305号关于上海华信国际集团有限公司破产清算案竞争方式指定管理人的公告
无	证监会决定于11月15日撤销华信证券的全部业务许可
无	证监会依法对上海华信证券有限责任公司实施风险处置
无	存“三宗罪”！证监会撤销华信证券全部业务许可：多项业务违法违规
无	证监会对华信证券实施风险处置：撤销全部业务许可
无	（2019）沪03破305号受理债权人申请的破产裁定书
无	（2019）沪03破305号关于上海华信国际集团有限公司破产清算案竞争方式指定管理人的公告
无	首家！华信证券被撤销全部业务许可！国泰君安托管相关业务，影响多大？看九大解读
无	证监会有关部门负责人就华信证券风险处置相关事宜答记者问
无	重磅突发！证监会取消华信证券全部业务资格！立刻对其行政清理！！
无	华信证券，一曲凉凉！
无	重磅！证监会：11月15日撤销华信证券全部业务许可并进行行政清理
无	关于对上海华信国际集团有限公司采取限制股东权利措施的决定
无	重罚！撤销华信证券全部业务许可 证券经纪等业务由国泰君安托管
无	（2019）沪03破305号
无	券业重磅突发！华信证券被撤销全部业务许可，国泰君安托管相关业务！客户交易不受影响…看七大关键点
无	华信证券全部业务许可被撤销：存在三项违法事实，相关上市公司已退市
无	刚刚！证监会宣布：撤销华信证券全部业务许可，由国泰君安托管！影响有多大？看10问10答
无	华信证券迎监管终局！撤销全部业务许可，进行行政清理，国泰君安托管部分业务
无	百亿券商出大事！华信证券被撤销全部业务许可，由国泰君安托管！影响多大？看10问10答
无	突发！华信证券被撤销全部业务许可，由国泰君安托管，客户权益不受影响，不涉及其他同业机构
无	全部业务许可被撤销！这家券商犯啥大事了？
无	证监会对一券商实施风险处置 撤销其全部业务许可
无	(2019-11-15)关于对上海华信国际集团有限公司采取限制股东权利措施的决定
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	告广州农村商业银行股份有限公司与被告上海华信国际集团有限公司金融借款合同纠纷一案
无	频收罚单、侵权、涉嫌行贿，中泰证券“带病”闯关IPO
无	关于上海华信国际集团有限公司“17沪华信MTN001”及“17沪华信MTN002”2019年度第三次持有人会议决议的公告
无	盘点|除了罗永浩，2019年被限制消费的大佬们还有谁？
无	主承销商关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告(2019年10月)
无	A+B股第一家！27年老牌上市公司将面值退市，还有债务、资金链危机
无	国家开发银行关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年10月)
无	最后一天华信退涨了，涨幅8.33%！华信退明日摘牌
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
无	华信退股票终止上市 华信退资料及领导层简介
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年10月)
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年10月)
无	6万股民被套！面值退市A+B股第一家！更有欠薪、财务造假…
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告
无	中泰证券一口气披露18件重大诉讼事项 标的额超28亿元
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年10月)
无	(2019-10-28)关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	这家券商一口气披露18件重大诉讼事项，标的额超28亿元，还“踩雷”华信债！
无	信托业热点汇总！
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
信用风险	上海华信国际集团有限公司关于预计无法按期披露2019年第三季度报告的风险提示公告
无	关于召开上海华信国际集团有限公司“17沪华信MTN001”及“17沪华信MTN002”2019年度第三次持有人会议的公告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	中粮资本借壳中原特钢：旗下信托曲线上市牵出超23亿未决诉讼
无	罕见！工会搞对外投资，马鞍山农商行请农民任董事
无	深交所：对安徽华信国际控股股份有限公司及相关当事人给予公开谴责处分
无	关于对安徽华信国际控股股份有限公司及相关当事人给予公开谴责处分的公告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	中原特钢更名为中粮资本，又一家曲线上市的信托公司来了
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年9月)
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年9月)
无	主承销商关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展的公告
无	国家开发银行关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年9月)
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年9月)
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告(2019年9月)
无	上海华信国际集团有限公司2017年度第二期中期票据到期付息存在不确定性的特别风险提示公告
无	主承销商关于上海华信国际集团有限公司2017年度第二期中期票据未按期足额付息的公告
无	红土日报—2019年09月26日
无	上海华信国际集团有限公司2017年度第二期中期票据未按期支付利息的公告
无	上海华信国际集团有限公司未能筹集到期付息资金，“17沪华信MTN002”不能按期支付利息，已构成实质性违约
无	"关于未收到""17沪华信MTN002""付息资金的通知(清算所发〔2019〕161号)"
无	银行大股东股权被拍卖，给他们的贷款怎么办？
无	中原银行股价破发天数占比高达77.09% 信用卡不良率半年暴涨近3倍
无	【中金固收·信用】中国信用策略双周报：隐性债务置换提速对城投债影响如何？ 20190920
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
信用风险	负债率高达256.03%！华信国际退市倒计时再爆新料！控股股东登上“老赖”名单
无	承销资管频中招 多家券商踩雷债券违约
无	上海华信20亿债务违约 天弘基金讨5250万本息获支持
无	上海华信被列入失信被执行人 天弘基金对其追讨5千万
信用风险	*ST华信：公司及控股股东被列入失信被执行人名单
无	*ST华信及控股股东被列入失信被执行人名单
无	*ST华信(002018.SZ)及控股股东被列入失信被执行人名单
信用风险	华信国际及控股股东成“老赖”，实控人苏卫忠被限制消费
无	*ST华信：关于公司及控股股东被列入失信被执行人名单等相关公告
无	*ST华信：公司及公司控股股东上海华信国际集团有限公司被列入失信被执行人名单
无	议市厅丨第三只“面值退市”股尘埃落定，*ST华信被终止上市！近8万股东踩雷或血本无归
无	主承销商关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告(2019年8月)
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年8月)
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年8月)
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告(2019年8月)
经营风险	华信国际上半年亏损近5000万，业务总量大幅萎缩
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年8月)
无	藏在长江证券扣分项里的秘密 举报事件发酵未有结果
无	国家开发银行关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年8月)
无	凤凰金融再现逾期：涉华信、三胞集团风波，基金代销主体存疑
无	ST华信临退市 凤凰金融兑付再生波折
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告（以此为准）
无	*ST华信：控股股东所持股份新增轮候冻结
无	昆仑健康80后董事长履新，长安责任增资收关，那些曾经的违规股权清退都如何了
无	"长江证券总裁掌舵20个月4重煎熬 刘益谦难守""平常心"""
无	“面值退市”第三股*ST华信明起停牌，此前仍有多路资金进场“刀口舔血”，神秘方是否推进重组成焦点
无	又一公司或被面值退市！*ST华信明日停牌 大股东十亿股被冻结
无	或成面值退市第三股 *ST华信19日起停牌
无	*ST华信危机：重组事无进展 难逃“面值退市”
无	*ST华信在A股时辰不多了
无	举报人接受独家采访：万字长文详述事件过程，不惧上法庭！长江证券：举报系个人恶意捏造！
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	举报人接受独家采访：万字长文详述事件过程，不惧上法庭！长江证券：举报系个人恶意捏造！
无	*ST华信距离“面值退市”仅剩两天
无	“白马骑士”焦作中州炭素救场难挽颓势 *ST华信退市或成定局
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
无	*ST华信：控股股东所持股份新增轮候冻结
无	*ST华信重组无进展 将成第三只面值退市股
无	*ST华信重组翻身难指望，将成第三只“面值退市”股！小心其他1元股…
无	重组自救无望  *ST华信退市几成定局
无	退市倒计时：自救遭市场无视股价跌至0.7元 或致8万股民血本无归
无	*ST华信跻身面值退市股 连续20个交易日破面值已无悬念
无	只剩3天！世界500强竟要被退市？8万股民彻底懵了
无	*ST华信危机：债务缠身 退市无安排 重组无进展
无	*ST华信将成面值退市第三股 神秘重组方会否继续推进合作？
无	越秀金控累计诉讼金额远超净利润  出售资产之路还能走多久
无	*ST华信股东上海华信股份被轮候冻结
无	8万股东彻底死心 ST华信连续20个交易日破面值无悬念
无	回天乏术，8万股东彻底死心了，又一只“退市股”诞生，母公司曾连续4年世界500强
无	又一上市皖企面临退市 负责人称“暂无应对措施”
无	又一上市皖企面臨退市 負責人稱“暫無應對措施”
无	刚请来白衣骑士三天，*ST华信今日跌停！面值退市第三股正在走来
无	*ST华信“保壳”倒计时：面值退市第三股已定？会否继续推进？神秘方这样回复
无	*ST华信最后大招仍“回天无力” 难逃退市命运？
无	“白衣骑士”无力驰援，又一家公司难逃面值退市命运
无	*ST华信：控股股东所持公司股份新增轮候冻结
无	刚请来白衣骑士三天，·ST华信今日跌停！面值退市第三股正在走来
无	8万股民“瑟瑟发抖”！又一A股上市公司退市，两年前曾是世界500强
无	8.1万投资者迎一线生机！“白马骑士”驰援*ST华信，股价已收获一个涨停，深交所火速下发关注函
无	下跌过猛，A股第三家触发1元退市制度的企业提前诞生
无	*ST华信跌停，“面值退市”几成定局
无	*ST华信：“救命！除非5个连续涨停，不然俺就要退市了……”
无	上海华信债券纠纷案开庭 菏泽农商行追索1亿本金
无	东莞证券净利下滑7成创5年新低  接连收到罚单上市之路曲折
无	这些年，国开行踩过的雷
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
无	"退市警报！A股""1元股""超60只，40万股民小心！"
无	又是散户买单？第二次提示，这只股票退市风险加大
无	又一仙股或面临退市！天雷滚滚的*ST华信（002018.SZ）路在何方？
无	一周人事：多省份领导班子调整 金融领域再打落一“虎”
无	主承销商关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告(2019年7月)
无	涉严重违纪违法 前国开行董座胡怀邦落马
无	国开行董事长胡怀邦落马 曾卷入王三运案
无	刚刚，“能源铁三角”再次塌陷，这位正部级董事长退休一年后被查
无	胡怀邦因何被查？被指涉王三运、叶简明贿案
无	长江证券评级近10年最差连降三级 内控不健全、合规走过场屡遭监管处罚
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告(2019年7月)
无	国开行原董事长被查！背后不只涉及王三运……
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年7月)
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年7月)
无	国开行高层震荡！董事长胡怀邦被查，神秘富商涉案，多名高官卷入！
无	卸任不到1年 卷入王三运案的董事长被查
无	多高管落马后国开行原董事长再被查！曾被指涉王三运叶简明案
无	国开行原董事长胡怀邦接受调查 曾涉王三运案
无	今年以来第三名金融领域中管干部落马：曾被指涉王三运受贿案
无	头部券商优势凸显 行业集中度料提升
无	华信证券连获最低评级背后：受累股东危机 去年净亏94亿
无	国家开发银行关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年7月)
无	33万股民瑟瑟发抖！这3家上市公司逼近退市边缘
无	"33万股民""瑟瑟发抖""！这3家上市公司逼近退市边缘"
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年7月)
无	"46万股民丨""心惊胆战丨""！4只A股退市边缘：最狠连续15天低于1元，交易所紧急出手"
无	"46万股民""心惊胆战""！4只A股退市边缘 最狠连续15天低于1元"
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	联合资信评估有限公司关于终止上海华信国际集团有限公司主体及“15沪华信MTN001”“17沪华信MTN002”债项信用评级的公告
无	*ST华信：控股股东上海华信所持公司股份被司法轮候冻结
无	*ST华信跌破面值，“仙股”又多一例——56只低价股拉响风险警报
无	*ST华信股价已连续两个交易日不足1元 众多问题仍未解决
无	A股再添“仙股”：股价最低至0.93元 8万股民或拾得一地鸡毛
无	中诚信国际关于终止上海华信国际集团有限公司主体及“17沪华信MTN001”债项信用评级的公告
高管风险	资本大鳄叶简明“华信系”石化企业 2300万元起拍
无	关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据2019年度第二次持有人会议决议的公告
无	云南能投董事长辞职 上海华信13亿融资仍未收回
无	云南能投董事长杨万华任期未满辞职！曾代表母公司与华信集团签约
无	债市2019年中回顾：3A级债券也违约 这些承销商踩雷最多
无	违约浪潮中的困境企业重组新机遇
无	关注财政收入滑对各省份城投债影响
无	海南银行总资产373亿缩水16% ?  不良贷款率一年上升17倍
无	*ST华信：控股股东上海华信所持股份被轮候冻结
无	主承销商关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告(2019年6月)
无	关于对“15华信债”、“16申信01”、“17华信Y1”及“17华信Y2”终止跟踪评级的公告
无	紫金银行拆分股权拍卖遇冷
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告(2019年6月)
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年6月)
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年6月)
无	海南银行12%股权流拍
无	国家开发银行关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年6月)
无	海南银行12%股权因无人问津流拍
无	主承销商关于召开上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据2019年度第二次持有人会议的公告
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年6月)
无	银行股权拍卖热闹上演！上海华信清仓拍卖海南银行股权未果，天津农商行股权被化工企业接下
无	上海华信持有海南银行12%股权拍卖结束 因无人接盘流拍
无	上海华信国际集团:17沪华信MTN001(101788002)未按期支付利息
无	上海华信国际集团“17沪华信MTN001”未按期支付1.97亿元利息
无	海南银行12%股权拍卖进行时 第二大股东将面临易主
无	关于上海华信国际集团有限公司2017年度第一期中期票据未按期足额付息的公告
无	关注城投到期压力的增大的尾部地区非标风险 ——信用周报2019年第21期（2019.06.23）
无	47岁唐山银行行长么向华拟任海南银行副行长
高管风险	北方石油的“叶简明陷阱”
无	中粮信托兑付压力加大 曲线上市后危机仍在
无	上海华信国际集团有限公司2017年度第一期中期票据未按期支付利息的公告
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	上清所公告称，未收到“17沪华信MTN001”付息资金
无	(深互动)*ST华信：公司第一大股东上海华信所持公司股票已被司法冻结
无	"关于未收到""17沪华信MTN001""付息资金的通知(清算所发〔2019〕101号)"
无	*ST华信：控股股东所持部分股份被司法轮候冻结
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告(2019年5月)
无	股东拖累、债券违约！亏损券商各有各的不幸
无	*ST华信：控股股东所持公司16.02%股份被强制划转至中原银行
无	国海证券B级危机:12亿债募资他用不知情 半年被罚2次
无	谋求借道上市净利却挫逾九成   中粮信托高管层履新先排雷
无	中国邮政储蓄银行股份有限公司和中国国际金融股份有限公司关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告（2019年5月）
无	富贵鸟等六家债券发行人被上交所通报批评
无	违约监管继续加码！上交所通报批评6家债券发行人，多券商收到监管函，违约债券转让服务上线
无	华信金融折翼：海南银行12%股权遭司法拍卖
无	6家公司债发行人被上交所通报批评
无	(2019-05-22)关于对上海华信国际集团有限公司予以通报批评的决定
无	(深互动)*ST华信：截至本回复日，公司受控股股东上海华信相关事件影响，能源贸易业务及保理业务大幅萎缩
无	上交所对富贵鸟等公司债券发行人予以通报批评
无	国家开发银行关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年5月)
无	ST华信16.02%股份被司法划转给中原银行
无	上交所通报批评富贵鸟等6家公司债发行人
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况公告(2019年5月)
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况公告(2019年5月)
无	*ST华信：控股股东16%股份被司法划转
无	*ST华信控股股东所持公司16.02%股份被司法划转
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年5月)
无	*ST华信(002018.SZ)：上海华信所持股份新增轮候冻结约2.17亿股
无	*ST华信：控股股东所持公司股份新增轮候冻结
股东风险,高管风险	海南银行12%股权将拍卖 实际持有人为叶简明华信系
无	资本大鳄叶简明优质资产被处置 海南银行12%股权下月拍卖
无	华信期货和*ST华信股权拍卖均流标 接盘侠应当谨慎
无	*ST华信：上海华信所持股份被动减持1880.65万股
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	10个月亏逾50亿！华信期货5.04亿股股权拍卖
无	小心账户统筹管理中的坑
无	云能投集团：八亿元融资款去向未知
无	叶简明后台曝光
无	*ST华信：控股股东所持16.02%公司股份司法拍卖流拍
无	涉3亿元借贷担保纠纷  *ST华信被龙蟒佰利子公司起诉
无	*ST华信：公司控股股东上海华信持有公司的3.65亿股股份流拍
无	长江证券净利润暴跌83%背后：资管频频踩雷 海外业务亏损不断
无	河南5家企业在列！4月新增失信联合惩戒对象公示
无	中国邮政储蓄银行股份有限公司和中国国际金融股份有限公司关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告
无	卖不上价，也没人买？一张曾抢手的金融牌照两度流拍，4天后再拍，从赚3亿到亏50亿，背后是命运大转折
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告-2
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年4月)
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告(2019年4月)
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年4月)
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年4月)
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
无	国开证券股份有限公司关于上海华信国际集团有限公司2015年公司债券临时受托管理事务报告
无	主承销商关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年4月)
无	上海华信国际集团：无法按期披露2018年年度报告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	债券关注信息（2019年4月24日）
无	爆雷预警！连发6条暂停上市公告，50亿坏账无法收回
无	*ST华信：控股股东被动减持累计达到1%
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	又是资产减值“惹祸”！东莞证券净利下滑超七成IPO前途未卜
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	股权拍卖了也能涨停 还有多少“延华智能”在等待？
无	*ST华信控股股东所持逾16%股权将司法拍卖
无	*ST华信：控股股东所持公司16.02%股权将被司法拍卖
无	中国建设银行股份有限公司关于上海华信国际集团有限公司2017年度第二期超短期融资券违约后续进展公告(2019年3月)
无	主承销商关于上海华信国际集团有限公司2017年度第一期中期票据及2017年度第二期中期票据违约后续进展公告
无	中国邮政储蓄银行股份有限公司和中国国际金融股份有限公司关于“17沪华信MTN001”及“17沪华信MTN002”违约后续进展公告
无	*ST华信：控股股东股份新增轮候冻结
无	主承销商关于上海华信国际集团有限公司2017年度第四期超短期融资券违约后续进展的公告(2019年3月)
无	*ST华信：控股股东所持公司全部股份新增轮候冻结
无	主承销商关于上海华信国际集团有限公司2017年度第三期超短期融资券违约后续进展情况的公告(2019年3月)
无	主承销商关于上海华信国际集团有限公司2017年度第五期超短期融资券违约后续进展情况的公告(2019年3月)
无	信用债违约率攀顶回落市场 预计信用债市场违约风险将有所缓和
无	主承销商关于上海华信国际集团有限公司2015年度第一期中期票据违约后续进展情况的公告(2019年3月)
无	上海华信国际集团有限公司关于近期诉讼事项的公告
无	关于上海华信国际集团有限公司公司债券的临时受托管理事务报告
无	山东一步集团更换法定代表人：与华信存交集、陷债务困境
无	近年我国企业ABS风险案例盘点
无	哪些违约债券兑付了？
无	华信期货股权拍卖惨遭流拍从赚3亿到巨亏50亿仅用10个月
无	信用违约方兴未艾 警惕“爆雷”规避有方
无	生财有道丨信用债市场接连出现违约 债基还能不能买？
无	上海华信所持*ST华信股份遭司法处置 已累计被动减持2070万股
无	*ST华信：控股股东被动减持0.24%股份
无	华信期货再遭拍卖 部分物业易主国企
无	*ST华信：控股股东被动减持0.14%股份
无	传奇富豪兰华升高光不再 旗下2家上市公司均被国资接手
无	【见智月报】丨见智信用风险2月报
无	华信期货股权首拍流标 下次拍卖或降价20%
无	A股进入年报披露季 16家公司去年净利逾百亿
